Code_substance;nom_substance;dose_substance;nom_element_pharmaceutique;reference_dosage;nature_composant;num_liaison_SA_FT
34204;ANAGALLIS ARVENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
34251;CITRATE DE SILDÉNAFIL;14,045 mg;poudre;1 ml de suspension buvable reconstituée;SA;1
34378;ATRACURIUM;7,5 mg;solution;1 ml;FT;1
34537;MÉTHYLDOPA ANHYDRE;250,0 mg;comprimé;un comprimé;FT;1
34543;CRESOLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 g;SA;18
34550;ARUM DRACUNCULUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
34551;MUQUEUSE NASALE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 ml de solution;SA;18
34560;TOZINAMÉRAN;30 microgrammes;dispersion;une dose de 0,3 mL après dilution (1 flacon contient 6 doses après dilution);SA;1
34627;VIBRIO CHOLERAE INABA 48, BIOTYPE CLASSIQUE, INACTIVÉ PAR LA CHALEUR;31,25 * 10^9 bactéries;suspension;3 ml;SA;1
34630;ESTRAMUSTINE PHOSPHATE;140 mg;gélule;une gélule;FT;1
34647;TINZAPARINE SODIQUE ;3 500 UI Anti-Xa;solution;0,35 ml de solution;SA;1
34654;TRIFAROTÈNE;50 microgrammes;crème;1 g de crème;SA;1
34673;ACALYPHA INDICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
34720;OLODATÉROL;2,5 microgrammes;solution;une bouffée délivrée;FT;2
34817;ALEMTUZUMAB ;12 mg;solution;un flacon de 1,2 ml;SA;1
34855;FER;20 mg;solution;1 ml de solution injectable;FT;3
34890;PIMENT DE CAYENNE (EXTRAIT MOU DE);1,042 g à 1,250 g;gel;un tube de 100 g;SA;1
34909;SUFENTANIL;5 microgrammes;solution;1 ml de solution injectable;FT;1
34968;PHYSOSTIGMA VENENOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;10 ml;SA;18
35029;FROVATRIPTAN BASE;2,50 mg;comprimé;un comprimé;FT;1
35068;ARGIPRESSINE;40 UI;solution;une ampoule 2 mL de solution;FT;1
35072;AMBROSIA ARTEMISIAEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;0,5 mg (5 CH);comprimé;un comprimé;SA;2
35118;PANCRÉAS (POUDRE DE) (PORCINE);137,025 - 164,938 mg;gélule;une gélule;SA;1
35143;BIVALIRUDINE;250 mg;poudre;un flacon;SA;1
35166;TAMOXIFÈNE BASE;20 mg;comprimé;un comprimé;FT;1
35195;IOBITRIDOL;54,8400 g;solution;100 ml de solution;SA;1
35232;CEFTRIAXONE BASE;500 mg;poudre;un flacon de poudre;FT;1
35254;CHLORE ACTIF;0,06 g;solution;100 ml;FT;3
35374;AGALSIDASE ALFA ;1 mg;solution;1 ml de solution à diluer;SA;1
35406;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE A CONJUGUÉ À L'ANATOXINE TÉTANIQUE;5 microgrammes polyoside de Neisseria meningitidis de groupe A;poudre;une dose de 0,5 ml de solution;SA;1
35415;TRAMADOL;200 mg;comprimé;un comprimé;FT;1
35430;EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;0,75 ml;SA;18
35457;CHÊNE (MOUSSE DE);0,070 mg;dispositif n°6 PANEL 1;un dispositif;SA;20
35461;CARTILAGE DE CONJUGAISON POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;4
35487;OLAPARIB;150 mg;comprimé;un comprimé;SA;1
35494;GLÉCAPRÉVIR;100 mg;comprimé;un comprimé;SA;1
35496;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 14 (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;14
35532;ACIDE ALENDRONIQUE;70 mg;comprimé;un comprimé;FT;1
35590;THALAMUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
35644;CHININUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;1
35760;SOLANUM MALACOXYLON POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un comprimé;SA;17
35799;GINSENG POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;100 ml de solution;SA;18
35812;BENZODODÉCINIUM (BROMURE DE) ANHYDRE;0,004 g;solution;100 ml de solution;FT;6
35854;AILANTHUS GLANDULOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;comprimé;un sachet;SA;18
35876;CHLORHYDRATE DE ROPINIROLE;9,121 mg;comprimé;un comprimé;SA;1
35890;AMMONIUM PHOSPHORICUM  POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un sachet de 10 mL;SA;17
36065;DUTASTÉRIDE;0,5 mg;capsule;une capsule;SA;1
36071;DIENCEPHALE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
36098;CANAKINUMAB ;150 mg;poudre;un flacon de poudre;SA;1
36120;GLAUCONIE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
36192;VALACICLOVIR;500 mg;comprimé;un comprimé;FT;1
36246;FENTICONAZOLE BASE;1,757 g;crème;100 g de crème;FT;1
36255;VERT D'INDOCYANINE MONOPIC;25 mg;poudre;un flacon;SA;1
36271;CENCHRIS CONTORTRIX POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon;SA;18
36288;MÉLILOT (EXTRAIT SEC DE);30 mg soit 5 mg quantité exprimée en coumarine;comprimé;un comprimé;SA;9
36349;BÉTAXOLOL BASE;0,50 g;collyre;100 ml;FT;2
36354;ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE G2 (VIVANT) ;au minimum 2 800 000 UI;solution;une dose de 2 ml;SA;2
36373;APHLOÏA (FEUILLE D') (EXTRAIT SEC DE);10,000 mg;comprimé;un comprimé;SA;1
36376;ÉTONOGESTREL;11,7 mg;système de diffusion;un anneau vaginal;SA;1
36399;TRÉOSULFAN;1 g;poudre;un flacon;SA;1
36450;SANICULA EUROPAEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
36521;SUCCINATE DE FROVATRIPTAN MONOHYDRATÉ;3,91 mg;comprimé;un comprimé;SA;1
36528;APRACLONIDINE;5 mg;collyre;1 ml de solution;FT;1
36543;OLIGOSIDE DE NEISSERIA MENINGITIDIS DU GROUPE Y CONJUGUÉ À LA PROTÉINE CRM197;5 microgrammes d'oligoside de Neisseria meningitidis du groupe Y;solution;0,5 ml de vaccin reconstitué;SA;4
36592;DICLOFÉNAC;69,6 mg;comprimé;un comprimé;FT;1
36598;HELLEBORUS NIGER PLANTA TOTA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH (crème à 4 %);crème;100 g;SA;18
36622;IBRITUMOMAB TIUXÉTAN ;1,6 mg;solution;1 ml;SA;1
36680;BOSUTINIB;100 mg;comprimé;un comprimé;FT;1
36742;PUTRESCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
36746;CHLORHYDRATE DE LERCANIDIPINE;10 mg;comprimé;un comprimé;SA;1
36755;LANRÉOTIDE BASE;120 mg;solution;une seringue préremplie;FT;1
36776;TOLCAPONE;100 mg;comprimé;un comprimé;SA;15
36874;VALGANCICLOVIR;50 mg;poudre;1 ml de solution reconstituée;FT;1
36917;MALÉATE DE TÉNOFOVIR DISOPROXIL;300 mg;comprimé;un comprimé;SA;1
37011;LAMOTRIGINE;200 mg;comprimé;un comprimé;SA;1
37043;BAPTISIA TINCTORIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une capsule;SA;18
37053;ARBUTUS UNEDO POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une ampoule de 2 ml;SA;18
37102;BULBINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon;SA;18
37135;DIPENTAMÉTHYLÈNETHIURAME (DISULFURE DE);0,005 mg;dispositif n°24 PANEL 2;un dispositif;SA;142
37200;PROTIRÉLINE ANHYDRE;0,200 mg;solution;1 ml de solution injectable;FT;1
37281;QUATERNIUM 15;0,081 mg;dispositif n°18 PANEL 2;un dispositif;SA;105
37292;CYCLOHEXYLPHÉNYLPARAPHÉNYLÈNEDIAMINE;0,025 mg;dispositif n°16 PANEL 2;un dispositif;SA;94
37303;PROTÉINE L1 RECOMBINANTE ADSORBÉE DU VIRUS HUMAIN PAPILLOMAVIRUS HPV TYPE 31 ;20 microgrammes;suspension;une dose de 0,5 ml;SA;5
37304;ACÉTATE D'ABIRATÉRONE;250 mg;comprimé;un comprimé;SA;1
37314;RISÉDRONATE MONOSODIQUE ANHYDRE;35 mg équivalent à 32,5 mg d'acide résidronique;comprimé;un comprimé;FT;1
37430;RISPÉRIDONE;3 mg;comprimé;un comprimé;SA;1
37441;MÉLOXICAM;15 mg;comprimé;un comprimé;SA;1
37494;VIRUS GRIPPAL RÉASSORTI, VIVANT, ATTÉNUÉ, SOUCHE B/PHUKET/3073/2013 - SOUCHE ANALOGUE (B/PHUKET/3073/2013, MEDI 306444) ;10^(7,0+/- 0,5) UFF;suspension;une dose de 0,2 ml;SA;4
37533;TICAGRÉLOR;90 mg;comprimé;un comprimé;SA;1
37583;ACÉTATE DE CEFTAROLINE FOSAMIL MONOHYDRATÉ;668,4 mg;poudre;un flacon;SA;1
37596;ANTIGÈNE COQUELUCHEUX : PERTACTINE  ;2,5 microgrammes;suspension;une dose;SA;5
37634;INTERFÉRON BÊTA-1B;250 microgrammes;poudre;1 ml de solution reconstituée;SA;1
37703;MINOCYCLINE BASE;100 mg;gélule;une gélule;FT;1
37752;AGRAPHIS NUTANS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
37787;TESTOSTERONE PROPIONATE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un sachet;SA;18
37799;ORTHOSIPHON (FEUILLE ET DE TIGE D'), EXTRAIT SEC DE;200 mg;gélule;une gélule;SA;1
37806;RAISIN (PÉPIN DE) (EXTRAIT DE);150 mg;comprimé;un comprimé;SA;1
37828;FOLLITROPINE ALFA ;300 UI;solution;0,50 ml;SA;1
37849;DICHLORHYDRATE DE LÉVOCÉTIRIZINE;5 mg;comprimé;un comprimé;SA;1
37973;RIVASTIGMINE;1,5 mg;gélule;une gélule;FT;1
38050;GEMCITABINE;1000 mg;poudre;un flacon;FT;1
38062;INSULINE DÉGLUDEC ;100 Unités;solution;1 ml de solution;SA;1
38167;TÉNECTÉPLASE ;10000 unités;poudre;un flacon;SA;1
38188;AGOMÉLATINE;25,0 mg;comprimé;un comprimé;FT;1
38193;MOXIFLOXACINE;400 mg;comprimé;un comprimé;FT;1
38299;DIÉTHYLCARBAMAZINE;100,0 mg;comprimé;un comprimé;FT;1
38315;ALFA-AMYLASE ;3000 U.CEIP;comprimé;un comprimé;SA;1
38329;MÉBROFÉNINE;40 mg;poudre;un flacon;SA;2
38394;CORTEX CEREBRAL POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH (crème à 4 %);crème;1 ml de solution;SA;18
38422;FOLLITROPINE ALFA ;450 UI;solution;0,75 ml;SA;1
38434;BÉLIMUMAB ;200 mg;solution;un stylo prérempli de 1 mL;SA;1
38447;STREPTOMYCINE BASE;1 g;poudre;un flacon;FT;2
38467;BRIMONIDINE;1,3 mg;collyre;1 mL de solution;FT;1
38468;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 1 (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;1
38524;PANTOPRAZOLE;20 mg;comprimé;un comprimé;FT;1
38607;FUMARATE DE QUÉTIAPINE;50 mg;comprimé;un comprimé;SA;1
38615;CHLORHYDRATE D'HISTIDINE MONOHYDRATÉ;2,368 g;émulsion;1000 ml;SA;8
38619;CASTANEA VESCA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
38643;DOCÉTAXEL ANHYDRE;20 mg;solution;1 ml de solution à diluer;FT;1
38662;PEGVISOMANT ;20 mg;poudre;un flacon;SA;7
38700;SUCCINATE DE TÉNOFOVIR DISOPROXIL;300,6 mg;comprimé;uncomprimé;SA;3
38741;CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ;5,29 mg;solution;1 mL de solution;SA;1
38878;TENDON POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml;SA;18
38893;PHOSPHATE DE RUXOLITINIB;19,8 mg;comprimé;un comprimé;SA;1
38917;BENZOLUM POUR PRÉPARATIONS HOMÉOPATHIQUES;12CH à 30CH et 24DH à 60DH;comprimé;une cuillère mesure de 5 ml;SA;18
38955;SARILUMAB ;200 mg;solution;un stylo prérempli;SA;1
39005;ÉTHANOLATE DE DARUNAVIR;433,64 mg;comprimé;un comprimé;SA;1
39057;CITRUS LIMONUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60 DH;comprimé;un comprimé;SA;18
39061;UMÉCLIDINIUM;55 microgrammes;poudre de vilantérol et d'uméclidinium;une dose délivrée;FT;6
39065;TILUDRONIQUE (ACIDE);200 mg;comprimé;un comprimé;FT;1
39095;HOANG NAN POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
39116;GINKGO BILOBA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
39145;CAPLACIZUMAB ;10 mg;poudre;un flacon;SA;1
39196;FOSINOPRIL SODIQUE;10,0 mg;comprimé;un comprimé;SA;1
39244;SERUM EQUI POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 flacon;SA;4
39266;NERFS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
39306;EXÉMESTANE;25 mg;comprimé;un comprimé;SA;1
39310;PIBRENTASVIR;40 mg;comprimé;un comprimé;SA;2
39318;FOLLITROPINE BÊTA ;1025 UI;solution;une cartouche;SA;1
39357;BOSENTAN;125 mg;comprimé;un comprimé;FT;1
39396;FUMARATE DE FÉSOTÉRODINE;8 mg;comprimé;un comprimé;SA;1
39398;CLÉVIDIPINE;0,5 mg;émulsion;1 ml d'émulsion injectable;SA;1
39422;PRÉGABALINE;300 mg;gélule;une gélule;SA;26
39428;GEMTUZUMAB OZOGAMICINE ;5 mg;poudre;un flacon;SA;1
39432;DOSTARLIMAB ;500 mg;solution;10 mL de solution à diluer;SA;1
39467;IPILIMUMAB ;5 mg;solution;1 ml;SA;1
39476;ÉPOPROSTÉNOL;1,5 mg;poudre;un flacon;FT;1
39488;INSULINE HUMAINE RECOMBINANTE ISOPHANE ;100 UI;suspension;1 ml;SA;10
39511;BOURDAINE (ECORCE DE) (EXTRAIT SEC D');100,00 mg soit 6,25 mg quantité exprimée en glucofrangulines A;comprimé;un comprimé;SA;1
39567;ARTÉMÉTHER;20 mg;comprimé;un comprimé;SA;1
39587;INOTERSEN;284 mg;solution;une seringue préremplie;FT;1
39704;NARATRIPTAN;2,50 mg;comprimé;un comprimé;FT;1
39727;AMLODIPINE;5 mg;comprimé;un comprimé;FT;2
39792;COBIMÉTINIB;20 mg;comprimé;un comprimé;FT;1
39799;TOFACITINIB;10 mg;comprimé;un comprimé;FT;1
39841;VORTIOXÉTINE;20 mg;comprimé;un comprimé;FT;1
39852;SANGUINARINA NITRICA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 mL;SA;18
39881;BOLDO (EXTRAIT SEC DE);200 mg;gélule;une gélule;SA;1
39959;EXTRAIT SEC DE POLLENS DE SEIGLE;qsp 160 mg;comprimé;un comprimé;SA;3
40000;SUBSTANCE DE BASE HOMÉOPATIQUE;7CH à 30CH et 14DH à 60DH;solution buvable en ampoules;un comprimé;SA;27
40030;GLYCÉROPHOSPHATE ACIDE DE MAGNÉSIUM;1,895 g;solution;une ampoule de 10 ml;SA;1
40035;VILDAGLIPTINE;50,0 mg;comprimé;un comprimé;SA;2
40037;RAPHANUS SATIVUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
40054;VINORELBINE;50 mg;solution;5 ml de solution injectable;FT;1
40067;AGALSIDASE BÊTA ;35 mg;poudre;un flacon;SA;1
40081;ASPÉRULE ODORANTE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
40389;VIRUS GRIPPAL RÉASSORTI, VIVANT, ATTÉNUÉ, SOUCHE A/CAMBODIA/E0826360/2020 - SOUCHE ANALOGUE (A/TASMANIA/503/2020, MEDI 339018) ;10^(7,0+/- 0,5) UFF;suspension;une dose de 0,2 ml;SA;2
40424;CHLORHYDRATE DE GEMCITABINE;45,6 mg;solution;1 ml de solution;SA;1
40445;ERYNGIUM AQUATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;30 ml de solution buvable en gouttes;SA;18
40477;GINKGO (FEUILLE DE) (EXTRAIT SEC DE);40 mg;comprimé;un comprimé;SA;1
40521;PHLOROGLUCINOL ANHYDRE;31,12 mg;solution;une ampoule;FT;1
40522;SONIDÉGIB;200 mg;gélule;une gélule;FT;1
40583;DIOXYDE DE SÉLÉNIUM;0,14 mg;compartiment glucose;500 ml;SA;27
40617;ASPARTATE DE MAGNÉSIUM DIHYDRATÉ;200 mg;sachet 1;un sachet-dose A;SA;1
40628;CHLORHYDRATE D'ÉPIRUBICINE;200 mg;solution;un flacon;SA;1
40810;LACTATE DE PANOBINOSTAT ANHYDRE;18,864 mg;gélule;une gélule;SA;1
40883;ACIDE PARA-AMINOSALICYLIQUE;4 g;granuléss;un sachet;SA;1
41022;SULFURICUM ACIDUM POUR PRÉPARATION HOMÉOPATHIQUE;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
41028;CHLORHYDRATE DE CHLOROPROCAÏNE;10 mg;solution;1 ml de solution injectable;SA;1
41060;DOLUTÉGRAVIR SODIQUE;52,6 mg;comprimé;un comprimé;SA;1
41118;MOSCHUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
41143;DIPHÉNYLGUANIDINE;0,068 mg;dispositif n°15 PANEL 2;un dispositif;SA;86
41178;TOURMALINE LITHIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
41185;NERF SYMPATHIQUE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
41187;NINTÉDANIB;100 mg;capsule;une capsule;FT;1
41192;CHLORHYDRATE DE TIROFIBAN MONOHYDRATÉ;56 microgrammes;solution;1 ml;SA;1
41238;APRÉMILAST;10 mg;comprimé 10 mg;un comprimé;SA;1
41241;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 3 CONJUGUÉ À LA PROTÉINE VECTRICE CRM 197;2,2 microgrammes de polyoside pneumococcique;suspension;une dose (0,5 ml);SA;2
41278;CHROME [51CR] (ÉDÉTATE DE);37 MBq à la date de calibration;solution;un flacon;SA;1
41338;DAPAGLIFLOZINE PROPANEDIOL MONOHYDRATÉ;6,15 mg;comprimé;un comprimé;SA;1
41363;CNICUS BENEDICTUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
41455;SÉLUMÉTINIB;10 mg;gélule;une gélule;FT;1
41489;RANÉLATE DE STRONTIUM ANHYDRE;2 g;granuléss;un sachet;FT;1
41536;REMDÉSIVIR;100 mg;poudre;un flacon;SA;1
41553;ROMARIN;51 mg;gélule;une gélule;SA;4
41561;DOCOSANOL;100 mg;crème;1 g de crème;SA;1
41583;PAMOATE DE PASIRÉOTIDE;82,26 mg;poudre;un flacon de poudre;SA;1
41617;ERBIUM [169 ER] (CITRATE D');111 MBq à la date de calibration;suspension;1 ml;SA;3
41629;NONACOG ALFA ;3000 UI;poudre;un flacon;SA;1
41651;GIVOSIRAN;189 mg;solution;1 mL de solution;FT;1
41652;TOLTÉRODINE;1,37 mg;comprimé;un comprimé;FT;1
41658;LIRAGLUTIDE ;3,6 mg;solution;1 ml de solution;SA;2
41720;NONACOG GAMMA ;3000 UI;poudre;un flacon;SA;1
41725;FRAGMENTS F(AB')2 D'IMMUNOGLOBULINE ÉQUINE ANTIVENIMEUSE DE VIPÈRE EUROPÉENNE : VENIN DE VIPERA BERUS ;supérieur ou égal à 500 UE chez la souris;solution;4 ml;SA;2
41767;VEINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
41788;PROPIONATE DE FLUTICASONE;50 microgrammes;suspension;une dose;SA;1
41804;GADOBÉNATE DE DIMÉGLUMINE;529 mg;solution;1 ml de solution injectable;SA;1
41834;BLENDE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
41859;ACIDE FUSIDIQUE ANHYDRE;20 mg;crème;1 g de crème;FT;1
41881;ACIDE ZOLÉDRONIQUE ANHYDRE;4 mg;solution;un flacon de 100 ml;FT;1
41891;PRALIDOXIME;2,000 g;poudre;100 ml de solution reconstituée;FT;1
41909;BÉSILATE DE CLOPIDOGREL;111,86 mg;comprimé;un comprimé;SA;1
41930;APROTININE SYNTHÉTIQUE;3000 UIK;composant 1;1 ml;SA;2
41996;REIN MEDULLAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une dose mesurée;SA;18
42056;PEGFILGRASTIM ;6 mg;solution;une seringue préremplie de 0,6 mL;SA;1
42124;TERLIPRESSINE;0,85 mg;solution;5 ml de solution injectable;FT;1
42140;RUXOLITINIB;15 mg;comprimé;un comprimé;FT;1
42215;ANASTROZOLE;1 mg;comprimé;un comprimé;SA;1
42227;CHLORHYDRATE DE BUPIVACAÏNE ANHYDRE;5 mg;solution;1 mL;FT;1
42281;SILTUXIMAB ;100 mg;poudre;un flacon;SA;1
42318;SALIX VITELLINA FOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;11,5 g (1 DH);solution;100 g de solution buvable;SA;6
42402;CÉFIDÉROCOL;1 g;poudre;un flacon;FT;1
42406;SERTRALINE BASE;25 mg;gélule;une gélule;FT;1
42430;OXALIPLATINE;5 mg;poudre;1 ml de solution reconstituée;SA;1
42470;LÉFLUNOMIDE;20 mg;comprimé;un comprimé;SA;1
42481;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/GUANGDONG-MAONAN/SWL1536/2019 (H1N1)PDM09 - SOUCHE ANALOGUE (A/GUANGDONG-MAONAN/SWL1536/2019, CNIC-1909) ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;1
42537;ONDANSÉTRON;2,0 mg;solution;1 ml de solution injectable;FT;1
42599;THÉOPHYLLINE (ACÉTATE DE SODIUM);1,64 g;sirop;100 ml de sirop;SA;1
42608;THIOPENTAL SODIQUE;500 mg;poudre;un flacon;FT;1
42648;PROTÉINE RECOMBINANTE NADA DE NEISSERIA MENINGITIDIS GROUPE B ;50 microgrammes;suspension;0,50 ml;SA;2
42724;ALLOXANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
42752;BROMURE D'UMÉCLIDINIUM;65 microgrammes;poudre de vilantérol et d'uméclidinium;une dose délivrée;SA;6
43009;DÉLAMANID;50 mg;comprimé;un comprimé;SA;1
43031;DACTINOMYCINE;0,5 mg;poudre;un flacon;SA;1
43058;GLUCONATE DE COBALT DIHYDRATÉ;0,240 mg;comprimé;un comprimé;SA;6
43182;EXTRAIT MOU DE GRINDÉLIA;10 mg;suppositoire;un suppositoire;SA;2
43199;MARRON D'INDE (EXTRAIT DE) (SEC);93,3 mg-162,1 mg;comprimé;un comprimé;SA;1
43224;RASBURICASE ;1,5 mg;poudre;1 ml de solution reconstituée;SA;1
43255;BRYOPHYLLUM CALYCINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4 DH;granuléss;un sachet de 10 mL;SA;13
43288;ARN MESSAGER SIMPLE BRIN À COIFFE EN 5' CODANT LA PROTÉINE SPIKE (S) VIRALE DU SARS-COV-2;100 microgrammes;dispersion;une dose de 0,5 mL (1 flacon contient 10 doses);SA;1
43303;AZITHROMYCINE MONOHYDRATÉE;256 mg;comprimé;un comprimé;SA;1
43362;CHLORHYDRATE DE MELPHALAN;55,97325;poudre;10 mL de solution reconstituée;SA;1
43367;RANIBIZUMAB ;10 mg;solution;1 ml;SA;1
43390;MERCURIUS BI-IODATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un stylo prérempli;SA;18
43401;HUILE DE POISSON RICHE EN ACIDES OMÉGA-3 ;30 g;émulsion;1000 ml d'émulsion pour perfusion;SA;4
43480;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 22F (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;21
43621;LAC DEFLORATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
43633;RIVAROXABAN;15 mg;comprimé 15 mg;un comprimé;SA;1
43719;OLANZAPINE (PAMOATE D') MONOHYDRATÉ;483 mg;poudre;un flacon;SA;1
43730;DIBOTERMINE ALFA ;12 mg;poudre;un flacon;SA;1
43744;PERTUZUMAB ;30 mg;solution;1 ml de solution;SA;1
43770;LAVANDULA VERA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
43910;PASIRÉOTIDE;60 mg;poudre;un flacon de poudre;FT;1
43912;ALENDRONATE DE SODIUM ANHYDRE;76,188 mg;comprimé;un comprimé;SA;1
43943;DISCI CERVICALES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
43970;MARRONNIER D'INDE (ÉCORCE DE) (EXTRAIT SEC D');200 mg;gélule;une gélule;SA;1
44025;CITRATE DE GALLIUM [67GA];37 MBq à la date de calibration;solution;1 mL;SA;1
44028;OLSALAZINE SODIQUE;250,00 mg;gélule;une gélule;SA;1
