CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s);Surveillance_renforcée
65081377;SEVELAMER CARBONATE SANDOZ 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;07/08/2015; SANDOZ;Non
65082080;SYMBICORT RAPIHALER 100/3 microgrammes par dose, suspension pour inhalation en flacon pressurisé;suspension pour inhalation;inhalée;Procédure décentralisée;08/06/2020; ASTRAZENECA;Non
65082408;MYDRANE 0,2 mg/ml + 3,1 mg/ml + 10 mg/ml, solution injectable;solution injectable;intra-camérulaire;Procédure décentralisée;08/02/2016; THEA;Non
65083079;EPORATIO 20 000 UI/1 ml, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;29/10/2009; RATIOPHARM (ALLEMAGNE);Non
65084900;STRUCTUM 500 mg, gélule;gélule;orale;Procédure nationale;04/01/2001; PIERRE FABRE MEDICAMENT;Non
65085169;LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/10/2008; EG LABO - LABORATOIRES EUROGENERICS;Non
65085347;DECAPEPTYL L.P. 11,25 mg, poudre et solvant pour suspension injectable (IM ou SC) forme à libération prolongée sur 3 mois;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire,sous-cutanée;Autorisation d'importation parallèle;01/06/2018; BB FARMA (ITALIE);Non
65086755;BECLOMETASONE CHIESI 400 microgrammes/1 ml, suspension pour inhalation par nébuliseur;suspension pour inhalation par nébuliseur;inhalée;Procédure nationale;20/12/2016; CHIESI;Non
65086919;OMNITROPE 5 mg/1,5 ml, solution injectable;solution injectable;sous-cutanée;Procédure centralisée;20/04/2007; SANDOZ (AUTRICHE);Non
65088998;METALYSE 10000 unités, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;23/02/2001; BOEHRINGER INGELHEIM INTERNATIONAL;Non
65089573;PARACETAMOL MYLAN CONSEIL 500 mg, comprimé;comprimé;orale;Procédure décentralisée;23/08/2019; MYLAN SAS;Non
65090198;ACTAEA RACEMOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);03/01/2008; BOIRON;Non
65090846;SERTRALINE ARROW LAB 25 mg, gélule;gélule;orale;Procédure nationale;01/06/2017; ARROW GENERIQUES;Non
65094353;TELMISARTAN TEVA SANTE 80 mg, comprimé;comprimé;orale;Procédure décentralisée;07/09/2010; RATIOPHARM (ALLEMAGNE);Non
65094360;MICROPAKINE L.P. 750 mg, granulés à libération prolongée en sachet-dose;granulés à libération prolongée;orale;Procédure nationale;13/09/2004; SANOFI AVENTIS FRANCE;Oui
65095170;MAMELLINE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);01/12/2020; BOIRON;Non
65095868;TADALAFIL MYLAN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;21/11/2014; MYLAN PHARMACEUTICALS (IRLANDE);Non
65096621;POVIDONE IODEE CHAUVIN 5 %, collyre en solution en récipient unidose;collyre en solution;ophtalmique;Procédure décentralisée;25/06/2014; LABORATOIRE CHAUVIN;Non
65096870;EZETIMIBE/SIMVASTATINE TEVA 10 mg/40 mg, comprimé;comprimé;orale;Procédure décentralisée;01/12/2017; TEVA SANTE;Non
65099368;ADAPALENE TEVA 0,1 POUR CENT, crème;crème;cutanée;Procédure nationale;05/07/2010; TEVA SANTE;Non
65099902;LACHNANTHES TINCTORIA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);20/02/2020; BOIRON;Non
65100183;TRACLEER 62,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;15/05/2002; ACTELION REGISTRATION;Non
65100781;MIFLONIL BREEZHALER 400 microgrammes, poudre pour inhalation en gélule;poudre pour inhalation en gélule;inhalée;Procédure nationale;24/05/2019; NOVARTIS PHARMA;Non
65101513;CIPROFLOXACINE TEVA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;09/11/2004; TEVA SANTE;Non
65102533;NORVIR 100 mg, poudre pour suspension buvable;poudre pour suspension buvable;orale;Procédure centralisée;14/08/2015; ABBVIE DEUTSCHLAND (ALLEMAGNE);Non
65103126;SUMATRIPTAN TEVA 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure de reconnaissance mutuelle;21/05/2007; TEVA SANTE;Non
65103304;SOLIFENACINE ZENTIVA 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;09/10/2018; ZENTIVA FRANCE;Non
65104648;NORADRENALINE MYLAN 2 mg/ml SANS SULFITES, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse,voie extracorporelle autre;Procédure nationale;26/08/2003; MYLAN SAS;Non
65104751;CARMUSTINE OBVIUS 100 mg, poudre et solvant pour solution à diluer pour perfusion;poudre et  solvant pour solution à diluer pour perfusion;intraveineuse;Procédure centralisée;19/07/2018; OBVIUS INVESTMENT (PAYS BAS);Non
65107402;AXELER 40 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;03/10/2008; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;Non
65109848;PANTOPRAZOLE BIOGARAN 20 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure nationale;10/03/2009; BIOGARAN;Non
65110708;ZONISAMIDE TEVA 50 mg, gélule;gélule;orale;Procédure décentralisée;30/06/2017; TEVA SANTE;Non
65111532;CONFIDEX 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure décentralisée;04/07/2013; CSL BEHRING (ALLEMAGNE);Non
65115915;RETACRIT 6000 UI/0,6 ml, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;18/12/2007; PFIZER EUROPE MA EEIG (BELGIQUE);Non
65116508;FLECAINIDE ZENTIVA LP 200 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;07/10/2013; ZENTIVA FRANCE;Non
65117097;BISOPROLOL TEVA SANTE 10 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;09/06/2011; TEVA SANTE;Non
65117396;MEROPENEM BRADEX 1 g, poudre pour solution injectable ou pour perfusion;poudre pour solution injectable ou pour perfusion;intraveineuse;Procédure décentralisée;16/03/2018; BRADEX COMMERCIAL AND INDUSTRIAL PHARMACEUTICAL PRODUCTS (GRECE);Non
65117631;CETRARIA COMPLEXE N°61, solution buvable en gouttes;solution buvable en gouttes;sublinguale;Procédure nationale;20/02/2017; LEHNING;Non
65117670;DASATINIB SANDOZ 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/10/2018; SANDOZ;Non
65118886;SMECTALIA 3 g, suspension buvable en sachet;suspension buvable;orale;Procédure nationale;01/07/2014; IPSEN CONSUMER HEALTHCARE;Non
65119632;CELIPROLOL ARROW 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;21/09/2001; ARROW GENERIQUES;Non
65119657;PERINDOPRIL SANDOZ 8 mg, comprimé;comprimé;orale;Procédure décentralisée;10/06/2009; SANDOZ;Non
65120702;RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;10/09/2007; ARROW GENERIQUES;Non
65120823;MIZOCLER 10 mg, comprimé pelliculé à libération modifiée;comprimé pelliculé à libération modifiée;orale;Procédure nationale;18/01/2011; THERABEL HEALTHCARE LIMITED (IRLANDE);Non
65122144;ENTRESTO 24 mg/26 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;19/11/2015; NOVARTIS EUROPHARM (IRLANDE);Non
65124558;TENOFOVIR DISOPROXIL TEVA 245 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;03/05/2017; TEVA SANTE;Non
65126502;ALUMINA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);25/03/2010; LEHNING;Non
65127376;DARUNAVIR ARROW 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/07/2019; ARROW GENERIQUES;Non
65129174;OXYCONTIN LP 60 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Procédure nationale;11/03/2008; MUNDIPHARMA;Non
65131079;LAMOTRIGINE TEVA 200 mg, comprimé dispersible ou à croquer;comprimé dispersible ou à croquer;orale;Procédure nationale;10/04/2009; TEVA SANTE;Non
65131474;SABAL SERRULATA COMPOSE;granulés et  solution;orale,sublinguale;Enreg homéo (Proc. Nat.);27/05/2020; BOIRON;Non
65131823;REPAGLINIDE BIOGARAN 2 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;12/01/2011; BIOGARAN;Non
65132156;HUMALOG 100 UI/ml KWIKPEN, solution injectable;solution injectable;intramusculaire,intraveineuse,sous-cutanée;Procédure centralisée;31/01/2008; ELI LILLY NEDERLAND BV (PAY-BAS);Non
65132455;W858;granulés et  solution en gouttes en gouttes buvable en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);20/11/2020; WELEDA;Non
65132633;EUROBIOL 12500 U/dose, granulés;granulés;orale;Procédure nationale;27/04/2005; LABORATOIRES MAYOLY SPINDLER;Non
65132804;GLIMEPIRIDE ZENTIVA 4 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;14/11/2005; ZENTIVA FRANCE;Non
65133532;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 50 mg/12,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;06/09/2017; MYLAN SAS;Non
65133660;EZETIMIBE/SIMVASTATINE ARROW 10 mg/40 mg, comprimé;comprimé;orale;Procédure décentralisée;08/04/2019; ARROW GENERIQUES;Non
65135519;PROPRANOLOL ACCORD 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;05/02/2016; ACCORD HEALTHCARE FRANCE;Non
65136222;CONGLOMERAT BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/12/2019; BOIRON;Non
65137071;FEGENOR 140 mg, gélule;gélule;orale;Procédure nationale;13/09/2001; PROVEPHARM;Non
65140320;IMIPENEM/CILASTATINE VILLERTON 500 mg/500 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Procédure nationale;31/05/2017; VILLERTON INVEST (LUXEMBOURG);Non
65140886;SILDENAFIL ZYDUS 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;27/08/2018; ZYDUS FRANCE;Non
65142759;CASCARA SAGRADA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);05/10/2011; LEHNING;Non
65144557;DOLENIO 393 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;21/06/2012; BIOCODEX;Non
65147432;TIMIFIT, sirop;sirop;orale;Enreg phyto (Proc. Dec.);26/10/2015; CONFORMA (BELGIQUE);Non
65148032;ROSUVASTATINE CRISTERS 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/06/2016; CRISTERS;Non
65148121;ACIDE ZOLEDRONIQUE ZENTIVA LAB 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure nationale;17/02/2014; ZENTIVA FRANCE;Non
65148623;DIANE 35 microgrammes, comprimé enrobé;comprimé enrobé;orale;Autorisation d'importation parallèle;27/08/2019; BB FARMA (ITALIE);Non
65149401;BICALUTAMIDE ARROW LAB 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;02/10/2006; ARROW GENERIQUES;Non
65149821;ATORVASTATINE HCS 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/09/2012; HCS (BELGIQUE);Non
65150485;ARUM TRIPHYLLUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/04/2011; BOIRON;Non
65151110;ANTIMONIUM TARTARICUM WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;granulés et  poudre et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);03/11/2009; WELEDA;Non
65151509;RISPERIDONE MYLAN PHARMA 2 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure décentralisée;16/02/2018; MYLAN SAS;Non
65151555;SARCOLACTICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);27/03/2018; BOIRON;Non
65152536;W366;granulés et  solution en gouttes en gouttes buvable en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);29/06/2020; WELEDA;Non
65152899;CIPROFLOXACINE ZYDUS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/01/2002; ZYDUS FRANCE;Non
65154252;PERLEANE, comprimé enrobé;comprimé enrobé ;orale;Procédure nationale;12/01/2006; BIOGARAN;Non
65154747;INSTANYL 200 microgrammes, solution pour pulvérisation nasale en récipient unidose;solution pour pulvérisation;nasale;Procédure centralisée;29/06/2011; TAKEDA PHARMA (DANEMARK);Non
65156805;ARIKAYCE LIPOSOMAL 590 mg, dispersion pour inhalation par nébuliseur;dispersion pour inhalation par nébuliseur;inhalée;Procédure centralisée;27/10/2020; INSMED NETHERLANDS (PAYS-BAS);Non
65157330;AMLODIPINE SUN 5 mg, gélule;gélule;orale;Procédure nationale;01/03/2007; SUN PHARMA FRANCE;Non
65158667;OXSYNIA LP 40 mg/20 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure décentralisée;15/01/2018; MUNDIPHARMA;Non
65158699;RISPERIDONE TEVA SANTE 1 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;17/01/2008; TEVA SANTE;Non
65158724;AMOXICILLINE TEVA SANTE 125 mg/5 ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Procédure nationale;30/10/2002; TEVA SANTE;Non
65160248;EUPHON, pastille;pastille à sucer;voie buccale autre;Enreg phyto (Proc. Nat.);18/12/2020; LABORATOIRES MAYOLY SPINDLER;Non
65163486;PREDNISONE EG 5 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;12/08/2004; EG LABO - LABORATOIRES EUROGENERICS;Non
65164104;FOMICYT 4 g I.V., poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Procédure nationale;26/08/2019; INFECTOPHARM ARZNEIMITTEL UND CONSILIUM (ALLEMAGNE);Non
65164182;RAPAMUNE 2 mg, comprimé enrobé;comprimé enrobé;orale;Procédure centralisée;10/01/2003; PFIZER EUROPE MA EEIG (BELGIQUE);Non
65165035;ROXITHROMYCINE EG 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;16/04/2003; EG LABO - LABORATOIRES EUROGENERICS;Non
65166404;ZERBAXA 1 g/0,5 g, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure centralisée;18/09/2015; MERCK SHARP & DOHME (PAYS-BAS);Non
65166500;DUTASTERIDE CRISTERS 0,5 mg, capsule molle;capsule molle;orale;Procédure nationale;30/01/2017; CRISTERS;Non
65167709;COBALTUM METALLICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);20/12/2018; BOIRON;Non
65167997;MILDAC 600 mg, comprimé enrobé;comprimé enrobé;orale;Procédure nationale;13/05/2008; WILLMAR SCHWABE;Non
65168309;MIANSERINE TEVA 60 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;06/07/2001; TEVA SANTE;Non
65168323;ATORVASTATINE HCS 80 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;13/09/2011; HCS (BELGIQUE);Non
65170801;TRAMADOL ZENTIVA LP 200 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure décentralisée;30/11/2007; LABORATOIRES GRUNENTHAL;Non
65171006;GERANIUM MACULATUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);03/10/2019; BOIRON;Non
65171910;OMEPRAZOLE SUBSTIPHARM 10 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;16/05/2005; SUBSTIPHARM;Non
65172528;ARANEA DIADEMA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/09/2019; BOIRON;Non
65172663;RECARBRIO 500 mg/500 mg/250 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Procédure centralisée;13/02/2020; MERCK SHARP & DOHME (PAYS-BAS);Oui
65173904;FENTANYL SANDOZ 100 microgrammes/heure, dispositif transdermique;dispositif;transdermique;Procédure nationale;30/03/2009; SANDOZ;Non
65175168;KALIUM MURIATICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);08/03/2010; LEHNING;Non
65176633;VALSARTAN HYDROCHLOROTHIAZIDE ZENTIVA LAB 80 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;25/11/2009; ZENTIVA FRANCE;Non
65177678;LIPERCOSYL 40 mg/10 mg, gélule;gélule;orale;Procédure décentralisée;17/01/2018; LES LABORATOIRES SERVIER;Non
65179070;BISOPROLOL TEVA SANTE 1,25 mg, comprimé;comprimé;orale;Procédure nationale;10/06/2011; TEVA SANTE;Non
65179106;TELMISARTAN BIOGARAN 40 mg, comprimé;comprimé;orale;Procédure nationale;08/09/2011; BIOGARAN;Non
65179437;LYRICA 200 mg, gélule;gélule;orale;Procédure centralisée;06/07/2004; UPJOHN (PAYS-BAS);Non
65179483;AMYLMETACRESOL/ALCOOL DICHLOROBENZYLIQUE MYLAN CONSEIL 0,6 mg/1,2 mg MIEL CITRON, pastille édulcorée à la saccharine sodique, au maltitol et à l'isomalt;pastille à sucer;voie buccale autre;Procédure nationale;08/03/2019; MYLAN SAS;Non
65183478;COFFEA TOSTA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  crème et  solution en gouttes en gouttes ;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);01/12/2016; WELEDA;Non
65183859;L72, comprimé orodispersible;comprimé orodispersible;orale,sublinguale;Procédure nationale;28/06/2019; LEHNING;Non
65185956;LONSURF 20 mg/8,19 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;25/04/2016; LES LABORATOIRES SERVIER;Non
65186111;BISOPROLOL QUIVER 3,75 mg, comprimé;comprimé;orale;Procédure nationale;27/01/2014; ARROW GENERIQUES;Non
65187117;SILDENAFIL PFIZER 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;15/02/2013; PFIZER PFE FRANCE;Non
65188023;VARDENAFIL ACCORD 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;13/09/2017; ACCORD HEALTHCARE FRANCE;Non
65188856;TELLURIUM METALLICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);30/03/2020; BOIRON;Non
