CodeCIP7;Libelle_presentation;date_commercialisation;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max;CodeCIS
3715372;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);15/01/2007;oui;65%;5,29;6,31;1,02;66434780
3715395;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);24/04/2007;oui;65%;15,76;18,52;2,76;66434780
2699292;plaquette(s) thermoformée(s) aluminium polyamide PVC de 30 comprimé(s);12/12/2013;oui;65%;3,75;4,77;1,02;66435195
2699346;plaquette(s) thermoformée(s) aluminium polyamide PVC de 90 comprimé(s);12/12/2013;oui;65%;10,85;13,61;2,76;66435195
3002837;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 30 comprimé(s);18/04/2016;oui;65%;16,02;17,04;1,02;66437367
3002839;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 60 comprimé(s);18/04/2016;oui;65%;31,63;32,65;1,02;66437367
3968920;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);27/04/2012;oui;30%;2,1;3,12;1,02;66437901
3968943;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);25/04/2012;oui;30%;3,85;4,87;1,02;66437901
3689545;1 flacon(s) en verre brun de 150 ml avec gobelet(s) doseur(s) polypropylène;07/07/2010;oui;15%;1,99;3,01;1,02;66437926
2233429;plaquette(s) PVC-Aluminium de 20 comprimé(s);11/07/2013;oui;65%;6,83;7,85;1,02;66438622
3011219;plaquette(s) polyamide aluminium PVC de 7 comprimé(s);18/03/2020;oui;65%;1,51;2,53;1,02;66440064
3011220;plaquette(s) polyamide aluminium PVC de 14 comprimé(s);19/11/2019;oui;65%;2,7;3,72;1,02;66440064
3011222;plaquette(s) polyamide aluminium PVC de 28 comprimé(s);16/12/2019;oui;65%;5,03;6,05;1,02;66440064
3969138;plaquette(s) aluminium de 30 comprimé(s);30/04/2012;oui;65%;3,75;4,77;1,02;66444664
3969196;plaquette(s) aluminium de 90 comprimé(s);30/04/2012;oui;65%;10,85;13,61;2,76;66444664
3017346;plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s);05/02/2020;oui;30%;4,71;5,73;1,02;66450806
3016072;plaquettes OPA : polyamide orienté aluminium PVC-Aluminium de 28 comprimés;13/05/2019;oui;15%;15;16,02;1,02;66452892
2185937;plaquette(s) aluminium de 30 comprimé(s);01/02/2016;oui;65%;4,36;5,38;1,02;66456143
3549643;1 flacon(s) en verre - 1 flacon(s) en verre de 1  ml;17/01/2002;oui;100%;45,92;46,94;1,02;66457697
3549666;3 flacon(s) en verre - 3 flacon(s) en verre de 1  ml;18/06/2008;oui;100%;136,96;137,98;1,02;66457697
3966803;plaquette(s) PVC-Aluminium polyamide aluminium de 28 comprimé(s);29/09/2011;oui;65%;11,63;12,65;1,02;66458219
3002390;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);11/03/2016;oui;65%;17,42;18,44;1,02;66459641
3736291;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);17/07/2018;oui;65%;5,22;7,98;2,76;66459997
3852494;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);17/07/2018;oui;65%;2,06;3,08;1,02;66459997
3894995;20 sachet(s)-dose(s) papier aluminium polyéthylène de 10,2 g;04/03/2009;oui;30%;2,51;3,53;1,02;66460615
4152020;plaquette(s) aluminium PVC PVDC de 30 comprimé(s);29/10/2014;oui;100%;45,85;46,87;1,02;66471451
3535664;30 récipient(s) unidose(s) polyéthylène de 0,35 ml;28/03/2001;oui;30%;3,37;4,39;1,02;66472119
3658384;plaquette(s) PVC-Aluminium PVDC de 14 comprimé(s);18/07/2005;oui;15%;1,92;2,94;1,02;66473032
2792643;plaquette(s) polyamide aluminium PVC-Aluminium de 5 comprimé(s);11/02/2015;oui;65%;6,55;7,57;1,02;66477066
2792666;plaquette(s) polyamide aluminium PVC-Aluminium de 7 comprimé(s);11/02/2015;oui;65%;9,14;10,16;1,02;66477066
4970161;plaquette(s) PVC-Aluminium polyamide aluminium de 14 comprimé(s);13/11/2012;oui;65%;2,7;3,72;1,02;66477810
4970209;plaquette(s) PVC-Aluminium polyamide aluminium de 28 comprimé(s);13/11/2012;oui;65%;5,03;6,05;1,02;66477810
3982624;plaquette(s) thermoformée(s) PVC opaque aluminium de 30 comprimé(s);20/10/2015;oui;65%;6,89;7,91;1,02;66479409
4177103;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);16/02/2012;oui;30%;5,58;6,6;1,02;66479505
3651206;5 cartouche(s) en verre de 3 ml dans stylo pré-rempli jetable;10/09/2007;oui;65%;48,62;49,64;1,02;66481292
3016849;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 5 comprimé(s);07/10/2019;oui;15%;1,43;2,45;1,02;66482348
3625031;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);26/09/2018;oui;65%;3,64;4,66;1,02;66485102
3625054;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);09/05/2018;oui;65%;10,53;13,29;2,76;66485102
3011988;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);28/03/2019;oui;65%;4,33;5,35;1,02;66488326
3546981;"1 flacon(s) polyéthylène basse densité (PEBD) de 5 ml avec pompe ""airless""";22/02/2001;oui;65%;6,27;7,29;1,02;66488803
3757413;1 flacon(s) polyéthylène basse densité (PEBD) de 3 ml;05/07/2006;oui;65%;10,53;11,55;1,02;66489175
4950313;1 flacon(s) polyéthylène basse densité (PEBD) de 3 ml (distributeur parallèle : MEDIWIn Limited);29/07/2011;non;65%;10;11,02;1,02;66489175
3671686;plaquette(s) PVC-Aluminium de 7 gélule(s);30/05/2012;oui;65%;18,3;19,32;1,02;66490708
3017112;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);06/04/2020;oui;65%;3,98;5;1,02;66496173
3017115;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 60 comprimé(s);03/07/2020;oui;65%;7,36;8,38;1,02;66496173
3017120;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 180 comprimé(s);15/06/2020;oui;65%;22,03;24,79;2,76;66496173
3571849;1 flacon(s) polyéthylène avec fermeture de sécurité enfant de 22,5 ml avec seringue(s) pour administration orale polyéthylène polystyrène;01/08/2003;oui;30%;2,54;3,56;1,02;66498605
3018736;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 10 ml;06/08/2020;oui;30%;5,63;6,65;1,02;66499002
2246107;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);08/10/2013;oui;65%;3,64;4,66;1,02;66500369
2246136;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);08/10/2013;oui;65%;10,53;13,29;2,76;66500369
3009246;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);07/02/2019;oui;65%;20,09;21,11;1,02;66500390
2176269;1 flacon(s) en verre brun de 150 ml muni d'un bouchon sécurité enfant (propylène/PEBD) et d'une seringue pour administration orale;15/12/2011;oui;30%;2,23;3,25;1,02;66503041
3015106;plaquette(s) polyamide aluminium PVC de 1 gélule blanche et rose et de 2 gélule(s) blanches;16/05/2019;oui;65%;22,06;23,08;1,02;66503721
3002363;plaquette(s) aluminium de 28 comprimé(s);11/12/2015;oui;65%;17,42;18,44;1,02;66508679
3487623;plaquette(s) PVC-Aluminium polyamide aluminium de 30 comprimé(s);29/06/2001;oui;65%;5,49;6,51;1,02;66508736
3016785;plaquette(s) thermoformée(s) avec système de sécurité PVC PVDC aluminium de 7 gélule(s);25/08/2020;oui;65%;8,74;9,76;1,02;66510865
3000882;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);18/08/2017;oui;65%;1,99;3,01;1,02;66511789
3000884;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);22/09/2017;oui;65%;4,09;5,11;1,02;66511789
2779826;plaquette(s) PVC PVDC aluminium de 30 gélule(s);23/10/2014;oui;65%;5,29;6,31;1,02;66511935
2779855;plaquette(s) PVC PVDC aluminium de 90 gélule(s);16/09/2014;oui;65%;15,76;18,52;2,76;66511935
3772341;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);15/05/2007;oui;65%;4,23;5,25;1,02;66512407
3001616;5 cartouche(s) en verre de 3 ml;18/01/2016;oui;65%;38,49;39,51;1,02;66513085
3015706;plaquette(s) aluminium de 14 comprimé(s);08/10/2020;oui;65%;2,7;3,72;1,02;66513612
3015707;plaquette(s) aluminium de 28 comprimé(s);02/12/2019;oui;65%;5,03;6,05;1,02;66513612
3014392;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 28 comprimé(s);14/11/2018;oui;30%;4,43;5,45;1,02;66514714
4902320;plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s);06/05/2014;oui;30%;15,25;16,27;1,02;66515809
3937813;plaquette(s) formée(s) à froid aluminium de 30 comprimé(s);25/05/2010;oui;65%;4,3;5,32;1,02;66518260
2781237;plaquette(s) PVC-Aluminium de 30 comprimé(s);25/01/2017;oui;30%;4,12;5,14;1,02;66522013
4168972;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);03/10/2012;oui;65%;3,75;4,77;1,02;66525995
4169026;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);03/10/2012;oui;65%;10,85;13,61;2,76;66525995
3014797;plaquette(s) PVC-Aluminium de 56 gélule(s);05/09/2019;oui;65%;21,06;22,08;1,02;66526816
3008052;plaquette(s) aluminium de 30 comprimé(s);30/01/2020;oui;65%;4,13;5,15;1,02;66528824
3008055;plaquette(s) aluminium de 90 comprimé(s);15/03/2021;oui;65%;11,66;14,42;2,76;66528824
3006652;plaquette(s) PVC aluminium polyamide de 30 comprimé(s);03/08/2017;oui;65%;4,36;5,38;1,02;66530729
3006653;plaquette(s) PVC aluminium polyamide de 90 comprimé(s);28/04/2017;oui;65%;12,81;15,57;2,76;66530729
3017954;1 cartouche(s) en verre de 1,5 ml dans stylo pré-rempli multidose(s) en plastique;08/11/2019;oui;100%;136,65;137,67;1,02;66531208
3360874;plaquette(s) PVC-Aluminium de 100 comprimé(s);15/04/2016;oui;15%;53,34;54,36;1,02;66534581
3838270;8 sachet(s)-dose(s) polytéréphtalate (PET) aluminium polyéthylène de 6 g;18/12/2008;oui;30%;4,4;5,42;1,02;66534720
3014164;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);10/07/2019;oui;65%;14,49;15,51;1,02;66535078
3014166;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s);10/07/2019;oui;65%;41,01;43,77;2,76;66535078
4973171;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);04/04/2011;oui;65%;3,64;4,66;1,02;66537392
4973194;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);04/04/2011;oui;65%;10,53;13,29;2,76;66537392
3865284;5 sachet(s) papier aluminium polyacrylonitrile de 1 dispositif(s);02/04/2009;oui;65%;33,07;34,09;1,02;66537773
3012526;5 cartouche(s) en verre de 3 ml dans stylo jetable Junior KwikPen;13/03/2018;oui;65%;33,99;35,01;1,02;66537912
2677534;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);21/02/2013;oui;65%;3,75;4,77;1,02;66542998
2677540;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);21/02/2013;oui;65%;10,85;13,61;2,76;66542998
3482235;1 seringue(s) préremplie(s) en verre de 0,5 ml;19/04/2017;oui;65%;12,37;13,39;1,02;66543281
3712103;plaquette(s) thermoformée(s) PVC PVDC aluminium de 7 gélule(s);08/02/2007;oui;65%;1,27;2,29;1,02;66544294
3310244;plaquette(s) PVC-Aluminium de 30 comprimé(s);24/09/2018;oui;65%;3,64;4,66;1,02;66545186
3310267;plaquette(s) PVC-Aluminium de 90 comprimé(s);09/05/2018;oui;65%;10,53;13,29;2,76;66545186
3816127;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);10/12/2007;oui;65%;16,13;17,15;1,02;66546676
3004572;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);28/07/2016;oui;65%;4,13;5,15;1,02;66552355
3022018;10 plaquettes unitaires prédécoupées polyamide aluminium PVC-Aluminium de 1 comprimé(s);04/08/2021;non;65%;31,53;32,55;1,02;66552953
3022020;30 plaquettes unitaires prédécoupées polyamide aluminium PVC-Aluminium de 1 comprimé(s);04/08/2021;non;65%;93,76;94,78;1,02;66552953
3622506;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre;31/03/2004;oui;100%;133,26;134,28;1,02;66553998
3957715;plaquette(s) PVDC PVC aluminium de 30 comprimé(s);13/09/2010;oui;65%;3,75;4,77;1,02;66555465
3958525;plaquette(s) PVDC PVC aluminium de 90 comprimé(s);13/09/2010;oui;65%;10,85;13,61;2,76;66555465
3573736;plaquette(s) PVC-Aluminium de 14 comprimé(s);17/06/2009;oui;65%;2,7;3,72;1,02;66556019
3010796;plaquette(s) aluminium de 30 comprimé(s);09/05/2018;oui;65%;8,67;9,69;1,02;66557701
3012956;plaquette(s) aluminium de 90 comprimé(s);09/05/2018;oui;65%;24,59;27,35;2,76;66557701
3013006;1 flacon en polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 gélule(s);17/08/2018;oui;100%;157,8;158,82;1,02;66563558
4151374;plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s);27/12/2011;oui;65%;3,64;4,66;1,02;66564254
4151380;plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s);04/07/2011;oui;65%;10,53;13,29;2,76;66564254
3350261;50 récipient(s) unidose(s) polyéthylène de 0,4 ml;12/04/2000;oui;65%;6,25;7,27;1,02;66565705
3845790;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);15/11/2011;oui;65%;3,64;4,66;1,02;66566668
3846080;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);15/11/2011;oui;65%;10,53;13,29;2,76;66566668
3010641;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);18/04/2018;oui;65%;17,42;18,44;1,02;66566892
3529422;tube(s) polypropylène de 8 comprimé(s);02/05/2000;oui;65%;1,07;2,09;1,02;66567738
3952250;plaquette(s) aluminium PVC polyéthylène PVDC de 28 comprimé(s);04/03/2010;oui;65%;3,42;4,44;1,02;66578478
3955952;plaquette(s) aluminium PVC polyéthylène PVDC de 90 comprimé(s);04/03/2010;oui;65%;10,53;13,29;2,76;66578478
3015150;1 flacon compte-gouttes polyéthylène basse densité (PEBD) de 5 ml;09/11/2020;non;30%;2,26;3,28;1,02;66581684
3790385;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);15/04/2011;oui;65%;5,33;6,35;1,02;66582900
3790741;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);15/04/2011;oui;65%;15,87;18,63;2,76;66582900
3291073;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);29/09/2011;oui;65%;2,24;3,26;1,02;66584214
3006872;plaquette(s) PVC aluminium de 20 comprimé(s);23/03/2017;oui;15%;1,24;2,26;1,02;66585953
3776534;plaquette(s) PVC aluminium de 60 comprimé(s);08/03/2007;oui;65%;2,51;3,53;1,02;66586208
3020771;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);03/01/2022;non;65%;6,39;7,41;1,02;66592969
3020772;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);03/01/2022;non;65%;19,04;20,06;1,02;66592969
4948173;plaquette(s) PVC PVDC aluminium de 28 gélule(s);13/05/2015;oui;65%;24,97;25,99;1,02;66592983
2213846;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);29/01/2013;oui;65%;12;13,02;1,02;66593010
2760347;1 flacon(s) pressurisé(s) aluminium de 200 dose(s) avec valve(s) doseuse(s) avec embout(s) buccal(aux);07/09/2015;oui;65%;14,88;15,9;1,02;66594817
2697347;plaquette(s) PVC-Aluminium polyamide aluminium de 30 comprimé(s);11/05/2015;oui;65%;4,36;5,38;1,02;66595171
2697407;plaquette(s) PVC-Aluminium polyamide aluminium de 90 comprimé(s);11/05/2015;oui;65%;12,81;15,57;2,76;66595171
3925744;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s);03/10/2012;oui;65%;2,7;3,72;1,02;66595239
3925767;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);24/09/2012;oui;65%;5,03;6,05;1,02;66595239
3567316;1 plaquette(s) PVC-Aluminium PVDC de 21 comprimé(s);16/09/2002;oui;65%;1,59;2,61;1,02;66595328
3567322;3 plaquette(s) PVC-Aluminium PVDC de 21 comprimé(s);16/09/2002;oui;65%;3,76;4,78;1,02;66595328
2688762;flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 120 comprimé(s);31/03/2014;oui;100%;87,48;88,5;1,02;66595716
3668129;plaquette(s) PVC-Aluminium de 90 gélule(s);10/08/2005;oui;65%;21,76;22,78;1,02;66596387
3963176;plaquette(s) PVC-Aluminium de 30 comprimé(s);10/12/2009;oui;15%;4,74;5,76;1,02;66596686
4900212;plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC-Aluminium de 30 comprimé(s);17/01/2018;oui;65%;18,62;19,64;1,02;66596800
3017723;plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s);04/02/2020;oui;30%;4,71;5,73;1,02;66597902
2178392;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);30/10/2013;oui;65%;3,64;4,66;1,02;66598146
2178423;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);30/10/2013;oui;65%;10,53;13,29;2,76;66598146
3020402;cartouches en verre en 5 stylos préremplis KwikPen jetables de 3 mL;23/11/2020;oui;65%;67,56;68,58;1,02;66599764
2236540;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);29/07/2014;oui;65%;3,64;4,66;1,02;66599839
2236652;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);29/04/2014;oui;65%;10,53;13,29;2,76;66599839
3624008;plaquette(s) PVC-Aluminium de 28 comprimé(s);12/07/2013;oui;65%;1,67;2,69;1,02;66603383
3003575;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);20/09/2016;oui;30%;3,85;4,87;1,02;66603508
2196125;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);16/07/2012;oui;65%;4,07;5,09;1,02;66605249
3898059;plaquette(s) PVC-Aluminium de 30 comprimé(s);17/02/2009;oui;65%;1,34;2,36;1,02;66605797
3002112;5 flacon(s) en verre de 150 UI - 5 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s);11/03/2016;oui;100%;166,44;167,46;1,02;66610050
3164877;1 flacon(s) ampoule(s) en verre de 2 ml;01/12/2005;oui;65%;3,37;4,39;1,02;66613299
2737242;1 poche(s) polypropylène de 150 ml avec dispositif(s) d'administration pour injecteur Medex SBI (1 prolongateur + 1 cathéter 20G);09/12/2013;oui;65%;54,65;55,67;1,02;66613769
2796670;1 poche(s) polypropylène de 100 ml avec dispositif(s) d'administration pour injecteur FlowSens (1 prolongateur + 1 cathéter sécurisé 20G);01/03/2015;oui;65%;36,57;37,59;1,02;66613769
2796687;1 poche(s) polypropylène de 150 ml avec dispositif(s) d'administration pour injecteur FlowSens (1 prolongateur + 1 cathéter sécurisé 20G);01/03/2015;oui;65%;54,65;55,67;1,02;66613769
3010748;1 flacon(s) en verre de 150 ml avec dispositif(s) d'administration pour injecteur Medrad Stellant (1 seringue + 1 prolongateur + 1 cathéter sécurisé 20G);11/10/2018;oui;65%;54,65;55,67;1,02;66613769
3016459;1 flacon(s) en verre de 125 ml rempli à 100 ml avec dispositif(s) d'administration pour injecteur Medrad Stellant (1 seringue + 1 prolongateur + 1 cathéter sécurisé 20G);24/04/2019;oui;65%;36,57;37,59;1,02;66613769
3691542;1 poche(s) polypropylène de 100 ml;28/10/2010;oui;65%;36,57;37,59;1,02;66613769
3691565;1 poche(s) polypropylène de 150 ml;28/10/2010;oui;65%;54,65;55,67;1,02;66613769
2680826;3 plaquette(s) PVC PVDC aluminium de 28 comprimé(s);17/04/2013;oui;65%;2,94;3,96;1,02;66613840
3732465;plaquette(s) thermoformée(s) aluminium PVC de 7 gélule(s);30/10/2006;oui;65%;1,27;2,29;1,02;66614337
3672680;plaquette(s) thermoformée(s) PVC polyéthylène de 1 ovule(s);07/12/2009;oui;30%;2,11;3,13;1,02;66614426
4920625;plaquette(s) aluminium de 30 comprimé(s);30/04/2012;oui;65%;3,75;4,77;1,02;66617034
4920677;plaquette(s) aluminium de 90 comprimé(s);30/04/2012;oui;65%;10,85;13,61;2,76;66617034
3704546;plaquette(s) thermoformée(s) PVC PVDC de 30 comprimé(s);24/05/2006;oui;30%;8,76;9,78;1,02;66620532
3578538;1 plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);02/05/2002;oui;65%;6,25;7,27;1,02;66620660
4155745;1 cartouche(s) en verre de 1,03 ml de solution;25/03/2013;oui;100%;163,91;164,93;1,02;66623496
3513415;1 flacon(s) polyéthylène de 30 g;31/01/2000;oui;30%;1,89;2,91;1,02;66625604
3525246;flacon(s) en verre brun avec cuillère-mesure polypropylène de 5,1 g;22/06/2004;oui;65%;1,16;2,18;1,02;66626147
3945505;28 plaquette(s) formée(s) à froid aluminium de 1 comprimé(s);04/10/2011;oui;65%;9,66;10,68;1,02;66627053
3778823;plaquette(s) PVC-Aluminium de 90 comprimé(s);22/03/2007;oui;65%;26,86;27,88;1,02;66627847
2792896;plaquette(s) PVC PVDC aluminium de 6 comprimé(s);02/06/2015;oui;65%;1,99;3,01;1,02;66628041
2792904;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);02/06/2015;oui;65%;4,09;5,11;1,02;66628041
3628130;plaquette(s) thermoformée(s) PVC PVDC aluminium de 7  gélule(s);18/04/2011;oui;65%;18,3;19,32;1,02;66628187
3000455;1 ampoule(s) en verre brun de 2 ml;21/08/2015;oui;65%;1,11;2,13;1,02;66628949
4971806;plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s);24/03/2011;oui;65%;2,7;3,72;1,02;66628995
4971812;plaquette(s) polyamide aluminium PVC-Aluminium de 28 gélule(s);24/03/2011;oui;65%;5,03;6,05;1,02;66628995
2693326;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);14/01/2016;oui;65%;6,27;7,29;1,02;66638135
3003694;plaquette(s) polyamide aluminium PVC-Aluminium de 270 comprimé(s);23/02/2016;oui;65%;17,74;20,5;2,76;66638135
2792703;24 sachet(s) polytéréphtalate (PET) aluminium polyéthylène de 10 ml;17/10/2014;oui;15%;2,02;3,04;1,02;66638701
3882383;1 flacon(s) en verre de 3 ml avec pinceau(x) applicateur(s) polyéthylène basse densité (PEBD) nylon;10/02/2009;oui;30%;6,64;7,66;1,02;66640136
3651991;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);19/05/2005;oui;65%;1,84;2,86;1,02;66640556
3747946;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);17/02/2011;oui;65%;6,89;7,91;1,02;66642660
3001202;1 tube(s) polyéthylène de 250 g;08/11/2017;oui;15%;2,51;3,53;1,02;66643449
3510291;plaquette(s) thermoformée(s) PVC-aluminium PVDC de 14 gélule(s);11/03/2002;oui;65%;2,31;3,33;1,02;66645368
3584421;plaquette(s) papier aluminium PVC (ACLAR RX) polytrifluorochloroéthylène de 3 comprimé(s) avec applicateur(s) buccal(aux) en plastique;02/09/2002;oui;65%;20,51;21,53;1,02;66645425
3006922;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);26/07/2017;oui;65%;4,13;5,15;1,02;66647757
3880183;plaquette(s) PVC polyéthylène PVDC aluminium papier avec fermeture de sécurité enfant de 21 comprimé(s);09/09/2009;oui;65%;4,99;6,01;1,02;66649523
